date,sector,avg_change_pct,avg_rsi,avg_adx,avg_macd_diff,breadth_sma20,breadth_sma50,breadth_sma200,total_fund_flow,avg_relative_volume,total_market_cap,composite_score,stock_count
2026-02-18,エネルギー鉱物,0.9337,60.68,34.38,0.0,0.875,1.0,1.0,175948.73,0.5207,73826682343.86127,67.8,8
2026-02-18,テクノロジーサービス,0.5627,43.88,27.33,0.0,0.2884,0.3423,0.3491,8666893.17,0.9856,377218993622.1212,47.72,593
2026-02-18,ヘルスケアサービス,0.4587,50.95,23.64,0.0,0.5833,0.5556,0.5556,51868.39,0.8782,4661098743.964167,52.47,36
2026-02-18,ヘルスケアテクノロジー,1.6269,57.87,30.08,0.0,0.7424,0.75,0.6439,11337564.5,1.5592,487341829904.93866,59.7,132
2026-02-18,交通・輸送,1.0143,58.83,29.78,0.0,0.75,0.8393,0.8839,846297.5,1.0733,231382973211.00552,64.01,112
2026-02-18,公益事業,1.3201,65.79,30.53,0.0,0.875,0.8438,0.875,2135994.59,1.2564,121040913248.27408,65.54,32
2026-02-18,商業サービス,0.383,48.65,26.72,0.0,0.4352,0.4582,0.5014,-343244.17,1.0982,118482307176.94644,51.17,347
2026-02-18,小売業,0.4612,57.02,28.03,0.0,0.7319,0.7532,0.7277,-1106501.55,0.921,430051277474.68024,58.13,235
2026-02-18,政府,-1.0189,56.43,29.35,0.0,1.0,1.0,1.0,-1.02,0.1538,171045830.0,61.46,1
2026-02-18,流通サービス,0.7088,58.74,30.89,0.0,0.7412,0.8289,0.8114,-860729.29,1.0111,455567803975.49835,61.59,228
2026-02-18,消費者サービス,0.4323,54.28,27.84,0.0,0.5983,0.6402,0.6611,392793.44,0.9076,169934946355.6819,56.13,239
2026-02-18,生産財製造,1.3473,61.56,31.66,0.0,0.7919,0.8555,0.9133,9031762.61,1.1401,1338601704135.7075,66.26,519
2026-02-18,産業サービス,0.5776,59.93,32.2,0.0,0.7683,0.8537,0.9085,-2206934.96,0.7861,170654459774.09586,63.96,164
2026-02-18,素材産業,0.9255,64.33,33.73,0.0,0.8386,0.8976,0.9291,-614170.77,0.873,508167071344.01166,66.21,254
2026-02-18,耐久消費財,0.2088,59.7,30.45,0.0,0.7576,0.7955,0.7727,-2015744.51,0.909,765445040352.4496,59.37,132
2026-02-18,通信,-0.0168,52.79,25.61,0.0,0.6522,0.5217,0.5652,-1085198.98,0.8149,391437173823.15454,51.96,23
2026-02-18,金融,0.7901,58.1,32.15,0.0,0.7454,0.7559,0.832,6149314.14,0.8105,1531419129812.3025,62.56,381
2026-02-18,電子テクノロジー,0.9866,61.81,30.17,0.0,0.7783,0.8507,0.8552,12824203.86,1.2441,772721977160.2552,63.73,221
2026-02-18,非エネルギー鉱物,1.1057,57.46,32.08,0.0,0.6703,0.8462,0.8791,1598606.63,0.6973,135742136924.81422,64.52,91
2026-02-18,非耐久消費財,0.1348,57.92,29.7,0.0,0.6952,0.8075,0.7166,-16346.85,0.8483,355017316029.6945,57.48,187
2026-02-19,その他,0.386,36.76,21.02,0.0,0.5,0.0,0.5,45.55,0.3065,63363143.72220799,48.85,2
2026-02-19,エネルギー鉱物,2.0948,63.84,34.71,0.0,0.875,1.0,1.0,490807.92,0.6146,74032005544.21242,71.13,8
2026-02-19,テクノロジーサービス,0.1868,44.59,27.42,0.0,0.3137,0.3423,0.3457,7208106.88,1.0565,377446883670.8861,46.74,593
2026-02-19,ヘルスケアサービス,-0.2217,50.24,23.88,0.0,0.5833,0.5556,0.5556,28110.85,0.9966,4662976364.568644,50.7,36
2026-02-19,ヘルスケアテクノロジー,0.7031,58.38,30.56,0.0,0.7273,0.7348,0.6667,36157914.35,1.3557,490278310006.12805,58.61,132
2026-02-19,交通・輸送,0.6383,59.68,29.88,0.0,0.7768,0.8125,0.9018,637300.12,1.134,232284903388.5555,63.61,112
2026-02-19,公益事業,0.6277,66.42,31.27,0.0,0.875,0.8438,0.875,367709.0,1.0023,121303628581.7892,63.87,32
2026-02-19,商業サービス,0.0747,49.28,26.86,0.0,0.458,0.4899,0.5159,-248346.96,0.9829,117882533113.15614,50.86,345
2026-02-19,小売業,0.253,56.99,28.14,0.0,0.6979,0.7617,0.7362,-2328628.52,0.9884,424360713228.2774,57.81,235
2026-02-19,政府,0.6481,58.25,30.42,0.0,1.0,1.0,1.0,0.65,0.1562,169367110.0,66.03,1
2026-02-19,流通サービス,0.5764,60.13,31.14,0.0,0.7675,0.8377,0.8246,430052.41,0.9296,457167249045.3345,61.8,228
2026-02-19,消費者サービス,0.1792,55.14,28.07,0.0,0.6208,0.6542,0.675,-65093.88,0.8926,169812857334.10358,55.95,240
2026-02-19,生産財製造,0.8619,62.46,32.04,0.0,0.8208,0.8593,0.9171,5394572.12,1.2019,1343323936815.0684,65.28,519
2026-02-19,産業サービス,0.8286,61.37,32.3,0.0,0.8232,0.8537,0.9146,20502.15,0.7389,171572546642.96194,65.04,164
2026-02-19,素材産業,0.2338,64.52,34.13,0.0,0.8425,0.9094,0.9173,-7525809.88,0.885,509499895526.7652,64.15,254
2026-02-19,耐久消費財,0.3391,60.5,30.69,0.0,0.7803,0.803,0.7879,542610.48,0.9383,765552059406.586,60.24,132
2026-02-19,通信,0.1207,53.24,26.2,0.0,0.6087,0.5652,0.5652,553813.84,0.7918,383132976517.8411,52.51,23
2026-02-19,金融,0.8947,59.13,32.27,0.0,0.7625,0.7573,0.8338,6295715.12,0.8411,1542476444311.1536,62.99,379
2026-02-19,電子テクノロジー,0.4739,62.3,30.57,0.0,0.7828,0.8462,0.8597,-1191642.52,1.0269,768266735255.9208,62.51,221
2026-02-19,非エネルギー鉱物,0.7196,58.39,31.86,0.0,0.7253,0.8681,0.8901,1210656.46,0.7354,137232857106.72038,63.85,91
2026-02-19,非耐久消費財,0.3153,58.64,29.85,0.0,0.7326,0.8182,0.7273,-168625.48,0.905,353198501681.57855,58.3,187
2026-02-20,その他,-3.2045,32.11,21.65,0.0,0.0,0.0,0.5,-148.93,0.4411,63613605.735099,39.51,2
2026-02-20,エネルギー鉱物,-0.8999,61.23,34.86,0.0,0.875,1.0,1.0,-195868.27,0.7654,75594761640.04248,63.32,8
2026-02-20,テクノロジーサービス,-1.1835,42.97,27.46,0.0,0.2614,0.3002,0.3373,-6324276.91,0.9557,378751831752.14233,42.59,593
2026-02-20,ヘルスケアサービス,-0.225,50.32,24.19,0.0,0.5278,0.5556,0.5278,-15032.25,1.1705,4677766817.63793,49.97,36
2026-02-20,ヘルスケアテクノロジー,-1.0508,56.02,30.94,0.0,0.6288,0.7045,0.6591,-13509719.69,1.6634,494146715679.8628,52.87,132
2026-02-20,交通・輸送,-0.7952,56.37,29.8,0.0,0.6875,0.8036,0.8393,-627783.07,1.0203,234117170599.2345,58.07,112
2026-02-20,公益事業,-1.972,60.14,31.17,0.0,0.875,0.8125,0.8438,-2076929.08,1.0673,121698587122.96834,55.74,32
2026-02-20,商業サービス,-0.871,47.31,26.94,0.0,0.4,0.4493,0.4899,-260237.08,0.8994,117660209107.58597,47.66,345
2026-02-20,小売業,-0.8409,54.06,28.02,0.0,0.617,0.6809,0.7106,-1184152.92,1.0922,426555397591.49805,54.14,235
2026-02-20,政府,0.3788,59.33,31.5,0.0,1.0,1.0,1.0,0.38,0.1724,170253600.0,65.68,1
2026-02-20,流通サービス,-0.8174,57.73,31.24,0.0,0.7249,0.7817,0.8079,-1608165.0,1.0285,464197256865.4168,57.64,229
2026-02-20,消費者サービス,-0.7179,52.56,28.13,0.0,0.575,0.6167,0.6375,-854333.99,0.9016,170270035163.16525,52.47,240
2026-02-20,生産財製造,-0.5835,60.01,32.23,0.0,0.7649,0.8362,0.8998,5062832.64,1.271,1364341188748.9973,61.02,519
2026-02-20,産業サービス,-0.5739,59.5,32.27,0.0,0.7744,0.8354,0.9024,-1406125.0,0.7697,173250053021.46625,60.95,164
2026-02-20,素材産業,-0.8264,61.63,34.23,0.0,0.7835,0.9016,0.9134,-2936449.43,0.7603,516261123845.48,61.22,254
2026-02-20,耐久消費財,-0.7869,57.86,30.79,0.0,0.7273,0.7955,0.7576,-3199022.45,0.8684,772905494286.3286,56.38,132
2026-02-20,通信,-0.5665,51.37,26.64,0.0,0.6087,0.6522,0.5652,-5094451.85,0.806,385510881848.68,50.55,23
2026-02-20,金融,-0.5328,57.1,32.24,0.0,0.7124,0.7282,0.8259,-5391841.54,0.9398,1570004039360.6406,58.94,379
2026-02-20,電子テクノロジー,-0.6243,60.32,30.79,0.0,0.7602,0.8145,0.8507,-8604363.49,1.166,765836281855.2959,59.28,221
2026-02-20,非エネルギー鉱物,-0.5606,56.91,31.58,0.0,0.7143,0.8352,0.8681,-457590.7,0.8878,139214961895.2916,59.78,91
2026-02-20,非耐久消費財,-0.6093,56.32,29.95,0.0,0.6578,0.7647,0.6952,-428437.98,0.859,353602854454.5576,54.97,187
2026-02-21,その他,-3.2045,32.11,21.65,0.0,0.0,0.0,0.5,-148.93,0.4411,62829146.543988004,39.5,2
2026-02-21,エネルギー鉱物,-0.8999,61.23,34.86,0.0,0.875,1.0,1.0,-195868.27,0.7654,75196155277.82709,63.32,8
2026-02-21,テクノロジーサービス,-1.1835,42.97,27.46,0.0,0.2614,0.3002,0.3373,-6324276.91,0.9557,372544478559.4558,42.59,593
